,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육기관명,과정명,교육시작일자,교육종료일자,교육일수,교육시간,교육장소,온라인/오프라인,강사명,내일배움카드 필요 유뮤,수강료 지원금,자비부담금,수강료 합계,지원혜택,,훈련목표,커리큘럼,,,,,,,,,,지원자격,,선발절차,,,,훈련시설 및 장비,,,프로젝트,,,,,취업지원서비스,,,
한국전파진흥협회,현대오토에버 스마트팩토리 스쿨,20251218,20260629,125,1000,서울 금천구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,심화,심화,없음,없음,없음,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
이젠아카데미DX교육센터,카티아 자동차 엔지니어링 모빌리티 설계 및 3D프린팅 부트캠프,20251218,20260603,112,1000,서울 서초구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,없음,심화,없음,기본,심화,심화,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)문화방송,언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,20251219,20260630,129,1032,서울 마포구,,,유, 18730800 , 0 ," 18,730,800 ",,,,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
더조은컴퓨터아트학원,융합_자바 Spring을 활용한 금융서비스(빅데이터기반) 개발자 양성과정,20251219,20260618,120,960,경기 고양시 일산동구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,기본,심화,심화,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사구름,정보 보호 전문가 양성 마스터 클래스,20251219,20260714,132,1054,경기 성남시 분당구,,,유, 19130100 , 0 ," 19,130,100 ",,,,심화,기본,심화,기본,심화,심화,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
현대경제연구원 인재개발원,LG U+ Why Not SW캠프,20251219,20260704,130,1040,서울 동작구,,,유, 18876000 , 0 ," 18,876,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사구름,[구름 x 인프런] 자바 스프링 & 리액트 풀스택 개발자 성장 과정,20251219,20260713,131,1047,경기 성남시 분당구,,,유, 19003050 , 0 ," 19,003,050 ",,,,기본,심화,기본,심화,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)엘리스그룹,웹 서비스기반 Technical 프로덕트 매니저(PM) 트랙,20251222,20260619,121,946,서울 강남구,,,유, 17169900 , 0 ," 17,169,900 ",,,,기본,기본,심화,기본,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
부산예일직업전문학교,융합_[K-디지털]스마트관광컨벤션 서비스 제공을 위한 메타버스 구현,20251222,20260522,103,920,부산 부산진구,,,유, 8733560 , 0 ," 8,733,560 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
한경닷컴IT교육센터,데이터 분석 기반 디지털 마케팅,20251222,20260402,63,500,서울 영등포구,,,유, 9075000 , 0 ," 9,075,000 ",,,,기본,기본,심화,심화,심화,기본,심화,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)이스트소프트,"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",20251222,20260513,91,728,서울 서초구,,,유, 13213200 , 0 ," 13,213,200 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
부산IT교육센터,[K디지털] AI&빅데이터 분석 활용 풀스택 서비스 개발,20251222,20260702,132,1050,부산 부산진구,,,유, 9950850 , 0 ," 9,950,850 ",,,,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)한국능률협회컨설팅,[교보DTS] Cloud architecture DX Academy(CDA),20251222,20260609,116,810,서울 마포구,,,유, 14701500 , 0 ," 14,701,500 ",,,,기본,기본,심화,심화,심화,심화,기본,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
주식회사구름,심화_엔드 투 엔드 AI 통합 풀스택 개발 전문가 과정,20251222,20260303,44,348,서울 강남구,,,유, 5082880 , 0 ," 5,082,880 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
중앙HTA IT교육원,e-commerce 기업 연계형 풀스택 자바(Java) 웹 솔루션 개발 과정,20251222,20260713,135,1080,서울 종로구,,,유, 10252440 , 0 ," 10,252,440 ",,,,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
대신IT평생교육원,스마트팜 전문가양성 과정,20251222,20260622,120,960,서울 강동구,,,유, 9444480 , 0 ," 9,444,480 ",,,,기본,기본,심화,기본,없음,없음,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
현대경제연구원 인재개발원,[HDC Labs]생성형 AI 활용 스마트 IoT 분석 및 서비스 개발 과정,20251222,20260620,120,960,서울 동작구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,심화,기본,없음,없음,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
글로벌산업기술교육원,"3D프린터기반 지능형 서비스로봇 설계 및 제작(솔리드웍스,카티아,파이썬)",20251222,20260618,120,960,서울 금천구,,,유, 9409920 , 0 ," 9,409,920 ",,,,기본,없음,심화,기본,없음,심화,없음,없음,심화,심화,,,,,,,, O ,,,,,,,,,,
전주문화방송(주),방송영상 기반 AR·VR 실감콘텐츠 기획 제작,20251222,20260322,48,384,전북 전주시 완산구,,,유, 6969600 , 0 ," 6,969,600 ",,,,기본,기본,없음,기본,없음,심화,기본,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
멀티캠퍼스,[에스넷시스템] 클라우드 활용 네트워크 엔지니어 양성,20251222,20260512,91,728,서울 강남구,,,유, 13213200 , 0 ," 13,213,200 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
모블교육센터평생교육원,융합_머신비전을 활용한 AI 기반의 첨단제조 분야 제어 SW 개발과정,20251222,20260730,150,1200,충남 천안시 동남구,,,유, 11450400 , 0 ," 11,450,400 ",,,,심화,심화,심화,기본,심화,없음,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
더조은컴퓨터학원,파이썬&앤서블로 시작하는 클라우드 인프라(데브옵스) 전문가 양성,20251222,20260618,120,960,서울 구로구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,심화,심화,기본,심화,기본,기본,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
주식회사구름,심화_다양한 AI워크로드 최적화를 위한 클라우드 엔지니어링 전문가 과정,20251222,20260303,44,348,서울 강남구,,,유, 5082880 , 0 ," 5,082,880 ",,,,심화,기본,심화,심화,심화,심화,기본,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
한국IT교육원,기업맞춤 정보보안 컨설턴트 양성 과정,20251222,20260626,129,970,대구 동구,,,유, 9208210 , 0 ," 9,208,210 ",,,,기본,기본,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)그렙,프로그래머스 데브코스 심화_Spring AI와 MSA를 활용한 백엔드 개발,20251222,20260227,44,344,서울 서초구,,,유, 5024460 , 0 ," 5,024,460 ",,,,기본,기본,심화,기본,기본,기본,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
부산예일직업전문학교,[K-디지털]XR기반 게임콘텐츠개발자양성(Unity활용),20251222,20260618,120,1080,부산 부산진구,,,유, 10235160 , 0 ," 10,235,160 ",,,,심화,기본,기본,기본,심화,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,시스코(CISCO) 보안 아카데미,20251222,20260623,122,976,서울 양천구,,,유, 17714400 , 0 ," 17,714,400 ",,,,기본,기본,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
DW아카데미학원,[기업프로젝트] 데이터시각화 UI 개발자 트랙,20251222,20260619,119,940,대전 중구,,,유, 8908380 , 0 ," 8,908,380 ",,,,기본,심화,기본,심화,기본,심화,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
플레이데이터평생교육원,SK네트웍스 Family AI 캠프,20251222,20260618,120,960,서울 금천구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
The국제직업전문학교,XR기반 실감콘텐츠 개발자 양성과정,20251222,20260618,119,950,광주 광산구,,,유, 9018350 , 0 ," 9,018,350 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
멀티캠퍼스,[현대이지웰] Java 풀스택 개발자 아카데미,20251222,20260619,118,944,서울 강남구,,,유, 17133600 , 0 ," 17,133,600 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)모두의연구소,데이터 기반 의사결정 역량 강화 과정,20251222,20260228,45,153,서울 강남구,,,유, 2776950 , 0 ," 2,776,950 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
렛유인에듀이공계핵심인재양성평생교육원,반도체 패키지 공정 데이터 분석 전문가 양성과정,20251222,20260416,70,495,서울 강남구,,,유, 8984250 , 0 ," 8,984,250 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)한국능률협회컨설팅,[교보DTS] 실전 SI프로젝트 기반 JAVA 풀스택 개발자 양성과정,20251222,20260615,120,960,서울 마포구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,없음,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
오라클자바교육학원,스프링Boot & AWS 클라우드 활용 금융서비스 솔루션 백엔드 아키텍쳐 개발 프로젝트,20251222,20260227,44,348,서울 구로구,,,유, 5082880 , 0 ," 5,082,880 ",,,,기본,기본,심화,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
패스트캠퍼스강남학원,AI(인공지능) Lab,20251222,20260731,152,1120,서울 강남구,,,유, 20328000 , 0 ," 20,328,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
에이콘아카데미 홍대학원,자바(JAVA) 웹개발자 양성과정(클라우드),20251222,20260622,120,960,서울 마포구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
양정인력개발센터,"빅데이터와 AI를 활용한 자바,파이썬 풀스택 개발자 양성",20251222,20260611,115,920,부산 부산진구,,,유, 8733560 , 0 ," 8,733,560 ",,,,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국IT교육원,융합_메티컬 AI with 스마트웰니스,20251222,20260715,142,1100,대구 동구,,,유, 10442300 , 0 ," 10,442,300 ",,,,심화,심화,심화,기본,없음,없음,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
하이미디어컴퓨터학원,"클라우드환경 자바(JAVA) 풀스택 AI융합 웹개발자(AWS, SpringBoot, React.js)",20251222,20260707,133,1064,서울 구로구,,,유, 10100550 , 0 ," 10,100,550 ",,,,기본,심화,기본,심화,심화,기본,기본,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
멀티캠퍼스,"백엔드 개발자 부트캠프(AI, AWS 활용)",20251222,20260522,100,800,서울 강남구,,,유, 14520000 , 0 ," 14,520,000 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)문화방송,[MBC 미디어 캠퍼스] 버추얼 팬덤 플랫폼 테크 전문가 양성 과정,20251222,20260701,129,1032,서울 마포구,,,유, 18730800 , 0 ," 18,730,800 ",,,,기본,심화,심화,심화,기본,심화,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
현대경제연구원 인재개발원,[HDC Labs] 스마트 IoT 풀스택 개발자 과정,20251222,20260620,120,960,서울 동작구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,없음,없음,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
멀티캠퍼스,융합_퍼포먼스 마케팅과 데이터 분석 부트캠프(AI 활용),20251222,20260602,105,833,서울 강남구,,,유, 15118950 , 0 ," 15,118,950 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국정보교육원(구.경원직업전문학교),현업에서 바로 통하는 자바 풀스택 & 생성형AI 서비스개발 기업 프로젝트 완성,20251222,20260626,125,1000,서울 관악구,,,유, 9493000 , 0 ," 9,493,000 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)모두의연구소,AI 활용 서비스 기획/개발 전문가 과정,20251222,20260321,60,180,서울 강남구,,,유, 3267000 , 0 ," 3,267,000 ",,,,기본,기본,심화,기본,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
멀티캠퍼스,금융 데이터 분석 부트캠프,20251222,20260528,103,829,서울 강남구,,,유, 15046350 , 0 ," 15,046,350 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
부산IT아카데미,AWS 클라우드와 온프레미스를 이용한 인프라 구축,20251222,20260707,133,980,부산 수영구,,,유, 9303140 , 0 ," 9,303,140 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,[스마트훈련]실무형 데이터분석가 양성과정,20251222,20260518,99,1080,서울 강남구,,,유, 19602000 , 0 ," 19,602,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,재직자_금융데이터를 활용한 AI 개발 심화 교육,20251222,20260314,50,200,서울 강남구,,,유, 3630000 , 0 ," 3,630,000 ",,,,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
주식회사멋쟁이사자처럼,재직자_UX/UI 딥다이브 : 애자일 방식을 활용한 디자인 심화과정,20251222,20260129,22,66,서울 중구,,,유, 1197900 , 0 ," 1,197,900 ",,,,기본,심화,기본,심화,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[Intel] 엣지 AI SW 아카데미,20251223,20260710,129,900,서울 중구,,,유, 16335000 , 0 ," 16,335,000 ",,,,심화,심화,심화,기본,기본,기본,기본,심화,기본,기본,,,,,,,, O ,,,,,,,,,,
주식회사멋쟁이사자처럼,심화_기업 연계형 실전 프로젝트 중심 AI과정_자연어처리(심화),20251223,20260227,43,343,서울 중구,,,유, 5009850 , 0 ," 5,009,850 ",,,,심화,심화,심화,기본,기본,심화,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
성균관대학교산학협력단,[Microsoft] 인공지능 SW 아카데미,20251223,20260625,120,960,서울 종로구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
(주)케이티클라우드,[kt cloud] 클라우드 인프라 과정,20251223,20260721,132,1056,서울 강남구,,,유, 19166400 , 0 ," 19,166,400 ",,,,심화,심화,심화,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,AWS AI School,20251223,20260710,131,1040,서울 양천구,,,유, 18876000 , 0 ," 18,876,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
케이비에스미디어주식회사,[KBS미디어] AI 활용 실감형 미디어 콘텐츠 제작자 과정,20251223,20260721,140,1120,서울 마포구,,,유, 20328000 , 0 ," 20,328,000 ",,,,기본,기본,없음,기본,없음,심화,심화,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소 서울기술교육센터,AI융합 로봇 SW 개발자,20251223,20260721,136,950,서울 강서구,,,유, 17242500 , 0 ," 17,242,500 ",,,,심화,심화,기본,기본,심화,기본,기본,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
성결대학교산학협력단,생성형 AI활용 취약점분석& 클라우드 정보보안 부트캠프,20251223,20260707,132,1050,경기 안양시 만안구,,,유, 9967650 , 0 ," 9,967,650 ",,,,심화,심화,기본,기본,심화,심화,심화,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,[NHN] 인공지능 기반 IoT 웹서비스 개발자 양성과정,20251223,20260918,184,1472,광주 동구,,,유, 26716800 , 0 ," 26,716,800 ",,,,기본,기본,기본,기본,없음,없음,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,기타_[한화에어로스페이스] Space Challenger Academy – 항공우주 기기설계,20251223,20260624,121,960,서울 강남구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,심화,없음,없음,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사멋쟁이사자처럼,안드로이드 기반 앱 개발 실무 부트캠프,20251223,20260617,115,920,서울 종로구,,,유, 16698000 , 0 ," 16,698,000 ",,,,심화,기본,기본,없음,심화,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,(HL 만도 및 HL Klemove) Intelligent Vehicle School,20251223,20260625,116,812,서울 양천구,,,유, 14737800 , 0 ," 14,737,800 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사멋쟁이사자처럼,심화_기업 연계형 실전 프로젝트 중심 AI과정_이미지처리(심화),20251223,20260227,43,343,서울 종로구,,,유, 5009850 , 0 ," 5,009,850 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
아이티윌,MSA기반 자바 백엔드 개발자 양성과정,20251223,20260617,121,968,서울 강남구,,,유, 9189220 , 0 ," 9,189,220 ",,,,심화,기본,기본,기본,기본,기본,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)한국능률협회컨설팅,기업맞춤형 AI+X 융복합 인재 양성 과정,20251223,20260526,103,824,서울 관악구,,,유, 14955600 , 0 ," 14,955,600 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
성결대학교산학협력단,AI 딥러닝(PYTHON) 중심의 자바(JAVA) 프론트엔드 백엔드 풀스택 개발,20251223,20260619,120,960,경기 안양시 만안구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,AWS Cloud School,20251223,20260710,133,1050,서울 금천구,,,유, 19057500 , 0 ," 19,057,500 ",,,,심화,심화,심화,기본,심화,심화,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
넥스트러너스평생교육시설,헬스케어 데이터 기반 인공지능 디지털 의료 웹 서비스 개발자 양성과정,20251224,20260623,120,960,서울 서초구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,심화,기본,기본,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
하이미디어아카데미,심화_생성형 AI활용 인재양성과정 (조별멘토),20251226,20260226,44,349,서울 강남구,,,유, 5097490 , 0 ," 5,097,490 ",,,,심화,심화,심화,기본,기본,기본,심화,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
패스트캠퍼스강남학원,AI 심화 캠프,20251229,20260306,45,348,서울 강남구,,,유, 5082880 , 0 ," 5,082,880 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
이젠아카데미컴퓨터학원,AWS클라우드 활용 지능형 웹서비스 풀스택개발,20251229,20260603,108,860,인천 남동구,,,유, 8150220 , 0 ," 8,150,220 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)엘리스그룹,엘리스 클라우드(자바/스프링) 기반 백엔드 엔지니어 트랙,20251229,20260625,120,960,서울 강남구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,기본,심화,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
그린컴퓨터아카데미,Node.js&React 기반 풀스택(프론트앤드&백앤드) 개발자 양성과정,20251229,20260629,125,1000,경기 의정부시,,,유, 9477000 , 0 ," 9,477,000 ",,,,기본,심화,기본,심화,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
코리아IT아카데미,(정보보안)웹서버개발 및 웹보안 솔루션 구축 융합과정,20251229,20260710,130,1033,서울 강남구,,,유, 9789740 , 0 ," 9,789,740 ",,,,심화,심화,기본,기본,심화,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
넥스트러너스평생교육시설,초격차 캠프 프론트엔드 코스,20251229,20260626,120,960,서울 서초구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,없음,기본,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
한경닷컴IT교육센터,AI와 자바(Spring) 풀스택 과정(실시간 주식 데이터 활용),20251229,20260625,119,952,서울 영등포구,,,유, 17278800 , 0 ," 17,278,800 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
국립부경대학교,인공지능 핀봇(챗봇) 실무프로젝트,20251229,20260626,120,960,부산 남구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,심화,심화,기본,기본,심화,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
경북대학교산학협력단,AI·빅데이터 전문가 양성과정,20251229,20260625,122,976,대구 북구,,,유, 17714400 , 0 ," 17,714,400 ",,,,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
한국지능형교통체계협회,[에스트래픽] 스마트 모빌리티 DX Academy,20251229,20260702,125,1000,인천 부평구,,,유, 18150000 , 0 ," 18,150,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,실무형 iOS 앱 개발자 양성과정,20251229,20260511,90,1080,서울 강남구,,,유, 19602000 , 0 ," 19,602,000 ",,,,심화,기본,기본,없음,심화,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
패스트캠퍼스강남학원,UXUI 디자인 부트캠프,20251229,20260626,123,960,서울 강남구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,심화,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,실시간 커머스 플랫폼 개발자 양성 과정,20251229,20260623,120,1200,서울 강남구,,,유, 21780000 , 0 ," 21,780,000 ",,,,기본,심화,심화,심화,기본,기본,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[GSITM] 부트캠프,20251229,20260625,120,960,서울 중구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)엘리스그룹,엘리스 유니티(Unity) 엔지니어 트랙,20251229,20260724,141,1156,서울 성동구,,,유, 20981400 , 0 ," 20,981,400 ",,,,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
재단법인 국제인재능력개발원,[메가존]AI·클라우드 네이티브 개발자 양성과정,20251229,20260720,130,1040,서울 강남구,,,유, 9872720 , 0 ," 9,872,720 ",,,,기본,심화,기본,기본,심화,기본,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)에스엠유니버스,(콘텐츠 테크놀러지 2과정) 차세대 가상 엔터테인먼트 콘텐츠 엔지니어 양성과정,20251229,20260708,130,1040,서울 금천구,,,유, 18876000 , 0 ," 18,876,000 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)에스엠유니버스,(콘텐츠 테크놀러지 1과정) 차세대 가상 엔터테인먼트 콘텐츠 디벨로퍼 양성과정,20251229,20260708,130,1040,서울 금천구,,,유, 18876000 , 0 ," 18,876,000 ",,,,기본,기본,없음,기본,없음,심화,기본,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
그린컴퓨터아트학원,기업요구 프로젝트 중심 웹 UIUX 분석 기획 개발자 양성과정,20251229,20260623,120,960,대구 중구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
유비온디지털교육센터,융합_프로젝트 기반 에듀테크 기획자,20251229,20260519,94,746,서울 구로구,,,유, 7081770 , 0 ," 7,081,770 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,심화_[한국경제신문]생성형 AI를 활용한 미디어 콘텐츠 크리에이터 캠프,20251229,20260309,44,349,서울 중구,,,유, 6334350 , 0 ," 6,334,350 ",,,,기본,기본,없음,기본,없음,심화,심화,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
한국스마트정보교육원,기업요구 AI플랫폼응용 SW개발및클라우드배포 프로젝트 완성 과정,20251229,20260623,118,944,전북 전주시 덕진구,,,유, 8961390 , 0 ," 8,961,390 ",,,,기본,기본,기본,없음,없음,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,앱 제작 실무 과정,20251229,20260511,90,1080,서울 강남구,,,유, 19602000 , 0 ," 19,602,000 ",,,,기본,기본,기본,없음,없음,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,[신한투자증권] 프로디지털아카데미,20251229,20260702,123,970,서울 성동구,,,유, 17605500 , 0 ," 17,605,500 ",,,,기본,심화,심화,기본,기본,심화,없음,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,생성형 AI 기반 디지털 마케팅 전문가 양성 과정,20251229,20260526,100,1000,서울 강남구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,기본,기본,기본,심화,심화,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
한국직업전문학교,의료 Medical AI 분석 서비스 개발자 과정,20251229,20260626,122,976,서울 구로구,,,유, 9249550 , 0 ," 9,249,550 ",,,,심화,심화,심화,기본,없음,없음,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
(주)모두의연구소,[아이펠]딥러닝 개발자 도약 과정,20251229,20260626,120,840,서울 강남구,,,유, 15246000 , 0 ," 15,246,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
경북산업직업전문학교,AI기반 빅데이터 플랫폼 풀스택 개발자,20251229,20260806,144,1000,대구 동구,,,유, 9493000 , 0 ," 9,493,000 ",,,,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
이젠아카데미컴퓨터학원,카티아 자동화로봇 설계 & 스마트팩토리 디지털트윈 부트캠프,20251229,20260626,125,1000,인천 남동구,,,유, 9542000 , 0 ," 9,542,000 ",,,,기본,심화,심화,없음,없음,없음,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)모두의연구소,[아이펠]생성형AI를 활용한 프로덕트 데이터 분석 과정,20251229,20260624,120,840,서울 강남구,,,유, 15246000 , 0 ," 15,246,000 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
