훈련과정명,교육기관명,기관인증,훈련기관취업률,교육시작일자,교육종료일자,모집마감일,교육일수,교육시간,교육장소,온라인/오프라인,자비부담금,수강료지원금,훈련수당(월),추가혜택,내일배움카드필요유무,지원자격_필수,지원자격_우대,선발절차_서류심사,선발절차_면접,선발절차_코딩테스트,선발절차_사전학습과제,장비,교재지원,장점,프로젝트_숫자,프로젝트_기간,프로젝트_팀구성방식,프로젝트_협업툴,프로젝트_멘토링,취업지원_이력서자소서,취업지원_모의면접,취업지원_협력사매칭,취업지원_수료후사후관리,훈련목표,강사명,대분류,커리큘럼1,커리큘럼2,커리큘럼3,커리큘럼4,커리큘럼5,커리큘럼6,커리큘럼7,커리큘럼8,커리큘럼9,커리큘럼10
e-commerce 기업 연계형 풀스택 자바(Java) 웹 솔루션 개발 과정,엑스퍼트 아카데미,,64.4,20241125,20250625,20251231,135,1080,서울 종로구,오프라인,0,10252440,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
클라우드(PaaS)를 활용한 지능형교통정보시스템 UI구현 전문가 양성,엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,,66.7,20241125,20250624,20251231,138,1100,서울 종로구,오프라인,0,10442300,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[메가존]AI·클라우드 네이티브 개발자 양성과정,재단법인 국제인재능력개발원,,해당없음,20241126,20250624,20251231,130,1040,서울 강남구,오프라인,0,9872720,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
SKKU 첨단 시스템 반도체 설계 아카데미,성균관대학교산학협력단,,해당없음,20241126,20250313,20251231,65,513,경기 성남시 분당구,오프라인,0,9310950,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
머신러닝을 활용한 데이터 분석 부트캠프,아이티윌,,61.7,20241128,20250530,20251231,115,920,서울 강남구,오프라인,0,8733560,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"융합_웹툰콘텐츠제작을 위한 AI(미드저니, ChatGPT)활용 전문인력(PD,콘티,캐릭터,배경,연출) 양성",에이치아카데미 D&D교육센터,,73.5,20241129,20250820,20251231,172,860,서울 서대문구,오프라인,0,8163980,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
참여기업 프로젝트 기반 백엔드 개발자 양성과정,주식회사멋쟁이사자처럼,,44.3,20241129,20250604,20251231,121,960,서울 종로구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"서버 사이드 개발 역량을 갖춘 백엔드 개발자 양성을 목표로, Java/Spring, Node.js 등을 활용한 API 설계 및 데이터베이스 연동, 서버 구축 능력을 함양합니다.",미상,백엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
인텔 인공지능 응용앱 크리에이터 양성과정,한국전파진흥협회,,해당없음,20241202,20250530,20251231,118,944,서울 서초구,오프라인,0,17133600,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
프로그래밍 기반 얼라인 프로젝트 ,주식회사원티드랩,,해당없음,20241202,20250605,20251231,120,960,서울 송파구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
생성형 AI 기반 미디어아트&테크 실무 프로젝트,예원예술대학교 산학협력단(양주캠퍼스),,해당없음,20241202,20241231,20251231,20,160,경기 양주시,오프라인,0,2336960,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"융합_[ ESG ] AIoT를 활용한 스마트 환경공정제어 자동화시스템 구축 (MES, ERP, PLC)",삼성국민취업아카데미(주),,64.3,20241203,20250723,20251231,153,1110,경기 성남시 수정구,오프라인,0,10591620,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IoT 디바이스 및 임베디드 시스템 개발자 양성을 목표로, 하드웨어와 소프트웨어를 연계한 스마트 시스템 개발 역량을 함양합니다.",미상,임베디드(IOT),기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
클라우드를 활용한 자바 스프링 백엔드 개발자 양성과정,그린컴퓨터아트학원,,68.8,20241203,20250612,20251231,122,970,충북 청주시 서원구,오프라인,0,9208210,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
생성형AI 활용 사이버보안 전문인력 양성과정,인포섹 아카데미,,97.1,20241206,20250619,20251231,120,960,서울 중구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"사이버 보안 위협에 대응하는 보안 전문가 양성을 목표로, 네트워크 보안, 시스템 보안, 모의해킹, 보안 솔루션 운영 등 정보보호 역량을 함양합니다.",미상,보안,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"IoT 지능형 관리시스템 웹&앱 개발자 양성과정(Java,Python,React)",그린컴퓨터아카데미,,84.4,20241209,20250527,20251231,113,900,울산 남구,오프라인,0,8543700,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IoT 디바이스 및 임베디드 시스템 개발자 양성을 목표로, 하드웨어와 소프트웨어를 연계한 스마트 시스템 개발 역량을 함양합니다.",미상,임베디드(IOT),기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
심화_Spring Boot & AWS 클라우드 기반 백엔드 실무 프로젝트 부트캠프,아이티윌 부산교육센터,,64,20241209,20250228,20251231,54,348,부산 부산진구,오프라인,0,5082880,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"심화_생성형 AI·클라우드 풀스택(리액트, 리덕스, JPA, Django) 아키텍처 단기 프로젝트 멘토링 트랙",더조은컴퓨터학원,,84.1,20241209,20250212,20251231,43,344,서울 구로구,오프라인,0,5024460,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[K-디지털]언리얼엔진을 활용한 실감형 가상현실콘텐츠개발,부산예일직업전문학교,,61.5,20241210,20250616,20251231,125,1120,부산 부산진구,오프라인,0,10632160,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"게임 개발자 양성을 목표로, Unity, Unreal Engine 등 게임 엔진을 활용한 게임 프로그래밍 및 콘텐츠 제작 역량을 함양합니다.",미상,게임,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
AI 네이티브 언리얼(Unreal) 게임프로그래밍(VR콘텐츠 제작 전문가 양성),연세IT미래교육원,,86.4,20241210,20250730,20251231,154,1232,경기 수원시 장안구,오프라인,0,11695370,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"게임 개발자 양성을 목표로, Unity, Unreal Engine 등 게임 엔진을 활용한 게임 프로그래밍 및 콘텐츠 제작 역량을 함양합니다.",미상,게임,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
생성형 AI를 활용한 데이터드리븐 프로덕트 매니저 양성과정,팀스파르타주식회사,,해당없음,20241216,20250428,20251231,90,1080,서울 강남구,오프라인,0,19602000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
Unreal 기반 3D 게임 개발자 양성과정,팀스파르타주식회사,,해당없음,20241216,20250704,20251231,135,1620,서울 강남구,오프라인,0,29403000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"게임 개발자 양성을 목표로, Unity, Unreal Engine 등 게임 엔진을 활용한 게임 프로그래밍 및 콘텐츠 제작 역량을 함양합니다.",미상,게임,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"플러터(Flutter), 다트(Dart) 활용 첨단의료기술적용 앱 개발자 양성",전남대학교산학협력단,,해당없음,20241216,20250422,20251231,64,380,광주 북구,오프라인,0,3607340,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
기업요구 프로젝트 중심 웹 UIUX 분석 기획 개발자 양성과정,그린컴퓨터아트학원,,73.3,20241216,20250618,20251231,121,960,대구 중구,오프라인,0,9113280,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IT 서비스 기획 및 프로덕트 매니저(PM) 양성을 목표로, 사용자 조사, 요구사항 분석, 서비스 설계 및 프로젝트 관리 역량을 함양합니다.",미상,기획,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"빅데이터 기반 품질 관리(QA, QC) 양성과정",팀스파르타주식회사,,해당없음,20241216,20250428,20251231,90,1080,서울 강남구,오프라인,0,19602000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
심화_ProTech 풀스택 개발자 부트캠프,패스트캠퍼스강남학원,,57.3,20241216,20250228,20251231,45,348,서울 강남구,오프라인,0,5082880,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
재직자_UX/UI 딥다이브 : 애자일 방식을 활용한 디자인 심화과정,주식회사멋쟁이사자처럼,,44.3,20241217,20250314,20251231,22,66,서울 종로구,오프라인,0,1197900,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
카티아 자동차 엔지니어링 모빌리티 설계 및 3D프린팅 부트캠프,이젠아카데미DX교육센터,,해당없음,20241217,20250701,20251231,131,1000,서울 서초구,오프라인,0,18150000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
심화_AI Roboflow를 활용한 부유물탐지 시스템 구축과정,엠비씨(MBC)아카데미 컴퓨터교육센터 수원점,,76.6,20241217,20250221,20251231,43,340,경기 수원시 팔달구,오프라인,0,4966040,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
스타트업 맞춤형 프로덕트 디자이너 양성 과정,넥스트러너스평생교육시설,,해당없음,20241219,20250507,20251231,90,720,서울 서초구,오프라인,0,13068000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IT 서비스 기획 및 프로덕트 매니저(PM) 양성을 목표로, 사용자 조사, 요구사항 분석, 서비스 설계 및 프로젝트 관리 역량을 함양합니다.",미상,기획,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
UXUI디자인&웹기획 프론트엔드 부트캠프,이젠아카데미DX교육센터,,76.9,20241219,20250623,20251231,120,960,서울 서초구,오프라인,0,9113280,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
LG CNS AM Inspire Camp,(주)LG CNS Learning&Development담당(I),,해당없음,20241220,20250626,20251231,120,960,서울 강서구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
사업주_조직 관리를 위한 생성형 AI 활용 리더십 교육과정,팀스파르타주식회사,,61.8,20241221,20250118,20251231,5,40,서울 강남구,오프라인,0,726000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
재직자_INNER CIRCLE : Business Analyst(데이터 분석) Course,패스트캠퍼스강남학원,,58,20241221,20250315,20251231,51,204,서울 강남구,오프라인,0,3702600,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
재직자_INNER CIRCLE : 인공지능(AI) 마스터 Course,패스트캠퍼스강남학원,,해당없음,20241221,20250315,20251231,51,204,서울 강남구,오프라인,0,3702600,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
